ticker,sector,is_it,year,earn_date,entry_date,surprise_pct,v0_return_pct,v0_exit_reason,v0_holding_days,v0_return_dollar,D5K3_return_pct,D5K3_exit_reason,D5K3_holding_days,D5K3_return_dollar,D5K3_triggered,D5K4_return_pct,D5K4_exit_reason,D5K4_holding_days,D5K4_return_dollar,D5K4_triggered,D5K5_return_pct,D5K5_exit_reason,D5K5_holding_days,D5K5_return_dollar,D5K5_triggered,D7K3_return_pct,D7K3_exit_reason,D7K3_holding_days,D7K3_return_dollar,D7K3_triggered,D7K4_return_pct,D7K4_exit_reason,D7K4_holding_days,D7K4_return_dollar,D7K4_triggered,D7K5_return_pct,D7K5_exit_reason,D7K5_holding_days,D7K5_return_dollar,D7K5_triggered,D10K3_return_pct,D10K3_exit_reason,D10K3_holding_days,D10K3_return_dollar,D10K3_triggered,D10K4_return_pct,D10K4_exit_reason,D10K4_holding_days,D10K4_return_dollar,D10K4_triggered,D10K5_return_pct,D10K5_exit_reason,D10K5_holding_days,D10K5_return_dollar,D10K5_triggered
CEG,Utilities,False,2023,2023-08-03,2023-08-07,85.9,6.173,time,42,679.08,6.173,time,42,679.08,False,6.173,time,42,679.08,False,6.173,time,42,679.08,False,6.173,time,42,679.08,False,6.173,time,42,679.08,False,6.173,time,42,679.08,False,6.173,time,42,679.08,False,6.173,time,42,679.08,False,6.173,time,42,679.08,False
CTVA,Materials,False,2022,2022-11-04,2022-11-08,46.43,-8.662,hard_stop,37,-952.86,-8.662,hard_stop,37,-952.86,False,-8.662,hard_stop,37,-952.86,False,-8.662,hard_stop,37,-952.86,False,-8.662,hard_stop,37,-952.86,False,-8.662,hard_stop,37,-952.86,False,-8.662,hard_stop,37,-952.86,False,-8.662,hard_stop,37,-952.86,False,-8.662,hard_stop,37,-952.86,False,-8.662,hard_stop,37,-952.86,False
CSGP,Real Estate,False,2025,2025-07-22,2025-07-24,128.48,-1.915,time,42,-210.7,-1.915,time,42,-210.7,False,-1.915,time,42,-210.7,False,-1.915,time,42,-210.7,False,-1.915,time,42,-210.7,False,-1.915,time,42,-210.7,False,-1.915,time,42,-210.7,False,-1.915,time,42,-210.7,False,-1.915,time,42,-210.7,False,-1.915,time,42,-210.7,False
CRWD,Information Technology,True,2024,2024-03-05,2024-03-07,15.29,-9.174,hard_stop,39,-1009.1,-9.174,hard_stop,39,-1009.1,False,-9.174,hard_stop,39,-1009.1,False,-9.174,hard_stop,39,-1009.1,False,-9.174,hard_stop,39,-1009.1,False,-9.174,hard_stop,39,-1009.1,False,-9.174,hard_stop,39,-1009.1,False,-9.174,hard_stop,39,-1009.1,False,-9.174,hard_stop,39,-1009.1,False,-9.174,hard_stop,39,-1009.1,False
CCI,Real Estate,False,2025,2025-07-23,2025-07-25,30.11,-8.172,hard_stop,14,-898.95,-7.654,chronic_exit,6,-841.92,True,-7.654,chronic_exit,6,-841.92,True,-7.654,chronic_exit,6,-841.92,True,-5.808,chronic_exit,10,-638.93,True,-5.808,chronic_exit,10,-638.93,True,-5.808,chronic_exit,10,-638.93,True,-6.67,chronic_exit,13,-733.66,True,-6.67,chronic_exit,13,-733.66,True,-6.67,chronic_exit,13,-733.66,True
CMI,Industrials,False,2025,2025-08-05,2025-08-07,23.53,10.696,time,42,1176.58,10.696,time,42,1176.58,False,10.696,time,42,1176.58,False,10.696,time,42,1176.58,False,10.696,time,42,1176.58,False,10.696,time,42,1176.58,False,10.696,time,42,1176.58,False,10.696,time,42,1176.58,False,10.696,time,42,1176.58,False,10.696,time,42,1176.58,False
DDOG,Information Technology,True,2025,2025-11-06,2025-11-10,20.33,-8.527,hard_stop,8,-938.0,-8.527,hard_stop,8,-938.0,False,-8.527,hard_stop,8,-938.0,False,-8.527,hard_stop,8,-938.0,False,-8.527,hard_stop,8,-938.0,False,-8.527,hard_stop,8,-938.0,False,-8.527,hard_stop,8,-938.0,False,-8.527,hard_stop,8,-938.0,False,-8.527,hard_stop,8,-938.0,False,-8.527,hard_stop,8,-938.0,False
DECK,Consumer Discretionary,False,2023,2023-05-25,2023-05-30,28.65,14.703,time,42,1617.32,14.703,time,42,1617.32,False,14.703,time,42,1617.32,False,14.703,time,42,1617.32,False,14.703,time,42,1617.32,False,14.703,time,42,1617.32,False,14.703,time,42,1617.32,False,14.703,time,42,1617.32,False,14.703,time,42,1617.32,False,14.703,time,42,1617.32,False
DECK,Consumer Discretionary,False,2023,2023-10-26,2023-10-30,53.7,16.853,time,42,1853.81,16.853,time,42,1853.81,False,16.853,time,42,1853.81,False,16.853,time,42,1853.81,False,16.853,time,42,1853.81,False,16.853,time,42,1853.81,False,16.853,time,42,1853.81,False,16.853,time,42,1853.81,False,16.853,time,42,1853.81,False,16.853,time,42,1853.81,False
DECK,Consumer Discretionary,False,2024,2024-02-01,2024-02-05,29.56,4.288,time,42,471.69,-3.014,chronic_exit,4,-331.58,True,-3.014,chronic_exit,4,-331.58,True,-3.014,chronic_exit,4,-331.58,True,-3.995,chronic_exit,8,-439.5,True,-3.995,chronic_exit,8,-439.5,True,-3.995,chronic_exit,8,-439.5,True,-0.976,chronic_exit,11,-107.41,True,-0.976,chronic_exit,11,-107.41,True,-0.976,chronic_exit,11,-107.41,True
DECK,Consumer Discretionary,False,2024,2024-05-23,2024-05-28,65.03,-9.01,hard_stop,34,-991.06,-9.01,hard_stop,34,-991.06,False,-9.01,hard_stop,34,-991.06,False,-9.01,hard_stop,34,-991.06,False,-9.01,hard_stop,34,-991.06,False,-9.01,hard_stop,34,-991.06,False,-9.01,hard_stop,34,-991.06,False,-9.01,hard_stop,34,-991.06,False,-9.01,hard_stop,34,-991.06,False,-9.01,hard_stop,34,-991.06,False
DE,Industrials,False,2024,2024-11-21,2024-11-25,15.89,-6.339,time,42,-697.3,-6.339,time,42,-697.3,False,-6.339,time,42,-697.3,False,-6.339,time,42,-697.3,False,-6.339,time,42,-697.3,False,-6.339,time,42,-697.3,False,-6.339,time,42,-697.3,False,-6.339,time,42,-697.3,False,-6.339,time,42,-697.3,False,-6.339,time,42,-697.3,False
DE,Industrials,False,2025,2025-05-15,2025-05-19,17.76,-3.025,time,42,-332.72,-3.032,chronic_exit,4,-333.55,True,-3.114,chronic_exit,8,-342.54,True,-3.426,chronic_exit,9,-376.84,True,-3.426,chronic_exit,9,-376.84,True,-3.426,chronic_exit,9,-376.84,True,-3.426,chronic_exit,9,-376.84,True,-3.454,chronic_exit,14,-379.97,True,-3.454,chronic_exit,14,-379.97,True,-3.454,chronic_exit,14,-379.97,True
DELL,Information Technology,True,2023,2023-08-31,2023-09-05,53.07,-0.22,time,42,-24.25,-0.22,time,42,-24.25,False,-0.22,time,42,-24.25,False,-0.22,time,42,-24.25,False,-0.22,time,42,-24.25,False,-0.22,time,42,-24.25,False,-0.22,time,42,-24.25,False,-0.22,time,42,-24.25,False,-0.22,time,42,-24.25,False,-0.22,time,42,-24.25,False
DELL,Information Technology,True,2024,2024-02-29,2024-03-04,27.92,-8.39,hard_stop,8,-922.95,-8.39,hard_stop,8,-922.95,False,-8.39,hard_stop,8,-922.95,False,-8.39,hard_stop,8,-922.95,False,-8.39,hard_stop,8,-922.95,False,-8.39,hard_stop,8,-922.95,False,-8.39,hard_stop,8,-922.95,False,-8.39,hard_stop,8,-922.95,False,-8.39,hard_stop,8,-922.95,False,-8.39,hard_stop,8,-922.95,False
DG,Consumer Staples,False,2025,2025-12-04,2025-12-08,37.55,10.435,time,43,1147.8,10.435,time,43,1147.8,False,10.435,time,43,1147.8,False,10.435,time,43,1147.8,False,10.435,time,43,1147.8,False,10.435,time,43,1147.8,False,10.435,time,43,1147.8,False,10.435,time,43,1147.8,False,10.435,time,43,1147.8,False,10.435,time,43,1147.8,False
DASH,Consumer Discretionary,False,2024,2024-10-30,2024-11-01,76.88,11.535,time,42,1268.81,11.535,time,42,1268.81,False,11.535,time,42,1268.81,False,11.535,time,42,1268.81,False,11.535,time,42,1268.81,False,11.535,time,42,1268.81,False,11.535,time,42,1268.81,False,11.535,time,42,1268.81,False,11.535,time,42,1268.81,False,11.535,time,42,1268.81,False
DASH,Consumer Discretionary,False,2025,2025-08-06,2025-08-08,49.52,-8.172,hard_stop,6,-898.91,-8.172,hard_stop,6,-898.91,False,-8.172,hard_stop,6,-898.91,False,-8.172,hard_stop,6,-898.91,False,-8.172,hard_stop,6,-898.91,False,-8.172,hard_stop,6,-898.91,False,-8.172,hard_stop,6,-898.91,False,-8.172,hard_stop,6,-898.91,False,-8.172,hard_stop,6,-898.91,False,-8.172,hard_stop,6,-898.91,False
DOW,Materials,False,2024,2024-04-25,2024-04-29,23.19,-0.853,time,42,-93.78,-0.853,time,42,-93.78,False,-0.853,time,42,-93.78,False,-0.853,time,42,-93.78,False,-0.853,time,42,-93.78,False,-0.853,time,42,-93.78,False,-0.853,time,42,-93.78,False,-0.853,time,42,-93.78,False,-0.853,time,42,-93.78,False,-0.853,time,42,-93.78,False
DHI,Consumer Discretionary,False,2023,2023-07-20,2023-07-24,39.71,-9.012,hard_stop,24,-991.37,-0.998,chronic_exit,7,-109.74,True,-0.296,chronic_exit,8,-32.58,True,-1.995,chronic_exit,9,-219.49,True,-0.296,chronic_exit,8,-32.58,True,-0.296,chronic_exit,8,-32.58,True,-1.995,chronic_exit,9,-219.49,True,-1.819,chronic_exit,11,-200.13,True,-1.819,chronic_exit,11,-200.13,True,-1.819,chronic_exit,11,-200.13,True
SATS,Communication Services,False,2025,2025-02-27,2025-03-03,348.59,-9.068,hard_stop,3,-997.44,-9.068,hard_stop,3,-997.44,False,-9.068,hard_stop,3,-997.44,False,-9.068,hard_stop,3,-997.44,False,-9.068,hard_stop,3,-997.44,False,-9.068,hard_stop,3,-997.44,False,-9.068,hard_stop,3,-997.44,False,-9.068,hard_stop,3,-997.44,False,-9.068,hard_stop,3,-997.44,False,-9.068,hard_stop,3,-997.44,False
EME,Industrials,False,2023,2023-02-23,2023-02-27,15.01,-8.006,hard_stop,38,-880.69,-6.285,chronic_exit,14,-691.31,True,-4.653,chronic_exit,15,-511.86,True,-6.146,chronic_exit,16,-676.08,True,-6.285,chronic_exit,14,-691.31,True,-4.653,chronic_exit,15,-511.86,True,-6.146,chronic_exit,16,-676.08,True,-6.285,chronic_exit,14,-691.31,True,-4.653,chronic_exit,15,-511.86,True,-6.146,chronic_exit,16,-676.08,True
EME,Industrials,False,2023,2023-07-27,2023-07-31,24.47,4.584,time,42,504.23,4.584,time,42,504.23,False,4.584,time,42,504.23,False,4.584,time,42,504.23,False,4.584,time,42,504.23,False,4.584,time,42,504.23,False,4.584,time,42,504.23,False,4.584,time,42,504.23,False,4.584,time,42,504.23,False,4.584,time,42,504.23,False
EME,Industrials,False,2024,2024-02-28,2024-03-01,24.63,10.952,time,42,1204.76,10.952,time,42,1204.76,False,10.952,time,42,1204.76,False,10.952,time,42,1204.76,False,10.952,time,42,1204.76,False,10.952,time,42,1204.76,False,10.952,time,42,1204.76,False,10.952,time,42,1204.76,False,10.952,time,42,1204.76,False,10.952,time,42,1204.76,False
EME,Industrials,False,2024,2024-04-25,2024-04-29,43.46,6.136,trail_stop,36,674.91,6.136,trail_stop,36,674.91,False,6.136,trail_stop,36,674.91,False,6.136,trail_stop,36,674.91,False,6.136,trail_stop,36,674.91,False,6.136,trail_stop,36,674.91,False,6.136,trail_stop,36,674.91,False,6.136,trail_stop,36,674.91,False,6.136,trail_stop,36,674.91,False,6.136,trail_stop,36,674.91,False
EME,Industrials,False,2024,2024-10-31,2024-11-04,16.82,7.459,trail_stop,35,820.46,7.459,trail_stop,35,820.46,False,7.459,trail_stop,35,820.46,False,7.459,trail_stop,35,820.46,False,7.459,trail_stop,35,820.46,False,7.459,trail_stop,35,820.46,False,7.459,trail_stop,35,820.46,False,7.459,trail_stop,35,820.46,False,7.459,trail_stop,35,820.46,False,7.459,trail_stop,35,820.46,False
EME,Industrials,False,2025,2025-07-31,2025-08-04,17.42,-0.42,time,42,-46.17,-2.087,chronic_exit,4,-229.62,True,-2.087,chronic_exit,4,-229.62,True,-2.087,chronic_exit,4,-229.62,True,-4.083,chronic_exit,11,-449.13,True,-2.927,chronic_exit,14,-321.95,True,-3.849,chronic_exit,15,-423.35,True,-4.083,chronic_exit,11,-449.13,True,-2.927,chronic_exit,14,-321.95,True,-3.849,chronic_exit,15,-423.35,True
EMR,Industrials,False,2023,2023-08-02,2023-08-04,16.92,2.716,time,42,298.75,-0.765,chronic_exit,6,-84.12,True,-0.526,chronic_exit,7,-57.83,True,-0.36,chronic_exit,10,-39.55,True,-0.36,chronic_exit,10,-39.55,True,-0.36,chronic_exit,10,-39.55,True,-0.36,chronic_exit,10,-39.55,True,-0.536,chronic_exit,13,-58.98,True,-0.536,chronic_exit,13,-58.98,True,-0.536,chronic_exit,13,-58.98,True
ETR,Utilities,False,2025,2025-07-30,2025-08-01,15.11,0.91,time,42,100.14,-0.744,chronic_exit,18,-81.81,True,-2.543,chronic_exit,33,-279.74,True,-1.448,chronic_exit,34,-159.26,True,-0.744,chronic_exit,18,-81.81,True,-2.543,chronic_exit,33,-279.74,True,-1.448,chronic_exit,34,-159.26,True,-0.744,chronic_exit,18,-81.81,True,-2.543,chronic_exit,33,-279.74,True,-1.448,chronic_exit,34,-159.26,True
ERIE,Financials,False,2024,2024-07-25,2024-07-29,24.18,16.22,time,42,1784.19,16.22,time,42,1784.19,False,16.22,time,42,1784.19,False,16.22,time,42,1784.19,False,16.22,time,42,1784.19,False,16.22,time,42,1784.19,False,16.22,time,42,1784.19,False,16.22,time,42,1784.19,False,16.22,time,42,1784.19,False,16.22,time,42,1784.19,False
ESS,Real Estate,False,2024,2024-04-30,2024-05-02,51.45,10.945,time,42,1203.91,10.945,time,42,1203.91,False,10.945,time,42,1203.91,False,10.945,time,42,1203.91,False,10.945,time,42,1203.91,False,10.945,time,42,1203.91,False,10.945,time,42,1203.91,False,10.945,time,42,1203.91,False,10.945,time,42,1203.91,False,10.945,time,42,1203.91,False
EG,Financials,False,2023,2023-02-08,2023-02-10,28.02,-8.711,hard_stop,31,-958.23,-8.711,hard_stop,31,-958.23,False,-8.711,hard_stop,31,-958.23,False,-8.711,hard_stop,31,-958.23,False,-8.711,hard_stop,31,-958.23,False,-8.711,hard_stop,31,-958.23,False,-8.711,hard_stop,31,-958.23,False,-8.711,hard_stop,31,-958.23,False,-8.711,hard_stop,31,-958.23,False,-8.711,hard_stop,31,-958.23,False
EXE,Energy,False,2022,2022-05-04,2022-05-06,26.93,-12.77,hard_stop,3,-1404.74,-12.77,hard_stop,3,-1404.74,False,-12.77,hard_stop,3,-1404.74,False,-12.77,hard_stop,3,-1404.74,False,-12.77,hard_stop,3,-1404.74,False,-12.77,hard_stop,3,-1404.74,False,-12.77,hard_stop,3,-1404.74,False,-12.77,hard_stop,3,-1404.74,False,-12.77,hard_stop,3,-1404.74,False,-12.77,hard_stop,3,-1404.74,False
EXPD,Industrials,False,2025,2025-11-04,2025-11-06,17.6,9.862,time,42,1084.81,9.862,time,42,1084.81,False,9.862,time,42,1084.81,False,9.862,time,42,1084.81,False,9.862,time,42,1084.81,False,9.862,time,42,1084.81,False,9.862,time,42,1084.81,False,9.862,time,42,1084.81,False,9.862,time,42,1084.81,False,9.862,time,42,1084.81,False
FFIV,Information Technology,True,2025,2025-07-30,2025-08-01,19.17,4.391,time,42,482.99,4.391,time,42,482.99,False,4.391,time,42,482.99,False,4.391,time,42,482.99,False,4.391,time,42,482.99,False,4.391,time,42,482.99,False,4.391,time,42,482.99,False,4.391,time,42,482.99,False,4.391,time,42,482.99,False,4.391,time,42,482.99,False
FSLR,Information Technology,True,2023,2023-02-28,2023-03-02,47.64,5.336,trail_stop,34,586.97,5.336,trail_stop,34,586.97,False,5.336,trail_stop,34,586.97,False,5.336,trail_stop,34,586.97,False,5.336,trail_stop,34,586.97,False,5.336,trail_stop,34,586.97,False,5.336,trail_stop,34,586.97,False,5.336,trail_stop,34,586.97,False,5.336,trail_stop,34,586.97,False,5.336,trail_stop,34,586.97,False
F,Consumer Discretionary,False,2025,2025-10-23,2025-10-27,25.41,-9.032,hard_stop,24,-993.57,-4.855,chronic_exit,4,-534.06,True,-4.855,chronic_exit,4,-534.06,True,-4.855,chronic_exit,4,-534.06,True,-7.319,chronic_exit,8,-805.07,True,-7.319,chronic_exit,8,-805.07,True,-7.319,chronic_exit,8,-805.07,True,-3.168,chronic_exit,11,-348.51,True,-3.168,chronic_exit,11,-348.51,True,-3.168,chronic_exit,11,-348.51,True
FTNT,Information Technology,True,2024,2024-11-07,2024-11-11,21.52,4.328,time,42,476.09,4.328,time,42,476.09,False,4.328,time,42,476.09,False,4.328,time,42,476.09,False,4.328,time,42,476.09,False,4.328,time,42,476.09,False,4.328,time,42,476.09,False,4.328,time,42,476.09,False,4.328,time,42,476.09,False,4.328,time,42,476.09,False
FTNT,Information Technology,True,2025,2025-02-06,2025-02-10,21.86,-11.606,hard_stop,28,-1276.67,-11.606,hard_stop,28,-1276.67,False,-11.606,hard_stop,28,-1276.67,False,-11.606,hard_stop,28,-1276.67,False,-11.606,hard_stop,28,-1276.67,False,-11.606,hard_stop,28,-1276.67,False,-11.606,hard_stop,28,-1276.67,False,-11.606,hard_stop,28,-1276.67,False,-11.606,hard_stop,28,-1276.67,False,-11.606,hard_stop,28,-1276.67,False
FOXA,Communication Services,False,2022,2022-02-09,2022-02-11,183.6,-8.943,hard_stop,27,-983.71,-2.366,chronic_exit,6,-260.3,True,-2.366,chronic_exit,6,-260.3,True,-2.366,chronic_exit,6,-260.3,True,-4.846,chronic_exit,11,-533.11,True,-4.846,chronic_exit,11,-533.11,True,-4.846,chronic_exit,11,-533.11,True,-4.96,chronic_exit,14,-545.62,True,-4.96,chronic_exit,14,-545.62,True,-4.96,chronic_exit,14,-545.62,True
FOXA,Communication Services,False,2024,2024-11-04,2024-11-06,63.69,9.625,time,42,1058.77,9.625,time,42,1058.77,False,9.625,time,42,1058.77,False,9.625,time,42,1058.77,False,9.625,time,42,1058.77,False,9.625,time,42,1058.77,False,9.625,time,42,1058.77,False,9.625,time,42,1058.77,False,9.625,time,42,1058.77,False,9.625,time,42,1058.77,False
FOX,Communication Services,False,2024,2024-11-04,2024-11-06,26.09,10.209,time,42,1122.95,10.209,time,42,1122.95,False,10.209,time,42,1122.95,False,10.209,time,42,1122.95,False,10.209,time,42,1122.95,False,10.209,time,42,1122.95,False,10.209,time,42,1122.95,False,10.209,time,42,1122.95,False,10.209,time,42,1122.95,False,10.209,time,42,1122.95,False
GRMN,Consumer Discretionary,False,2024,2024-05-01,2024-05-03,40.28,-3.776,time,42,-415.34,-3.776,time,42,-415.34,False,-3.776,time,42,-415.34,False,-3.776,time,42,-415.34,False,-3.776,time,42,-415.34,False,-3.776,time,42,-415.34,False,-3.776,time,42,-415.34,False,-3.776,time,42,-415.34,False,-3.776,time,42,-415.34,False,-3.776,time,42,-415.34,False
IT,Information Technology,True,2023,2023-11-03,2023-11-07,30.68,12.849,time,42,1413.44,12.849,time,42,1413.44,False,12.849,time,42,1413.44,False,12.849,time,42,1413.44,False,12.849,time,42,1413.44,False,12.849,time,42,1413.44,False,12.849,time,42,1413.44,False,12.849,time,42,1413.44,False,12.849,time,42,1413.44,False,12.849,time,42,1413.44,False
IT,Information Technology,True,2024,2024-04-30,2024-05-02,15.28,1.987,time,42,218.58,1.987,time,42,218.58,False,1.987,time,42,218.58,False,1.987,time,42,218.58,False,1.987,time,42,218.58,False,1.987,time,42,218.58,False,1.987,time,42,218.58,False,1.987,time,42,218.58,False,1.987,time,42,218.58,False,1.987,time,42,218.58,False
IT,Information Technology,True,2024,2024-11-05,2024-11-07,95.46,-10.658,hard_stop,41,-1172.34,-10.658,hard_stop,41,-1172.34,False,-10.658,hard_stop,41,-1172.34,False,-10.658,hard_stop,41,-1172.34,False,-10.658,hard_stop,41,-1172.34,False,-10.658,hard_stop,41,-1172.34,False,-10.658,hard_stop,41,-1172.34,False,-10.658,hard_stop,41,-1172.34,False,-10.658,hard_stop,41,-1172.34,False,-10.658,hard_stop,41,-1172.34,False
GE,Industrials,False,2024,2024-10-22,2024-10-24,30.67,-4.942,time,42,-543.65,-3.991,chronic_exit,6,-439.03,True,-3.991,chronic_exit,6,-439.03,True,-3.991,chronic_exit,6,-439.03,True,-5.607,chronic_exit,8,-616.82,True,-5.607,chronic_exit,8,-616.82,True,-5.607,chronic_exit,8,-616.82,True,-0.627,chronic_exit,13,-68.94,True,-0.627,chronic_exit,13,-68.94,True,-0.627,chronic_exit,13,-68.94,True
GE,Industrials,False,2025,2025-04-22,2025-04-24,17.51,23.09,time,42,2539.91,23.09,time,42,2539.91,False,23.09,time,42,2539.91,False,23.09,time,42,2539.91,False,23.09,time,42,2539.91,False,23.09,time,42,2539.91,False,23.09,time,42,2539.91,False,23.09,time,42,2539.91,False,23.09,time,42,2539.91,False,23.09,time,42,2539.91,False
GE,Industrials,False,2025,2025-07-17,2025-07-21,15.97,4.437,time,43,488.07,4.437,time,43,488.07,False,4.437,time,43,488.07,False,4.437,time,43,488.07,False,4.437,time,43,488.07,False,4.437,time,43,488.07,False,4.437,time,43,488.07,False,4.437,time,43,488.07,False,4.437,time,43,488.07,False,4.437,time,43,488.07,False
GNRC,Industrials,False,2024,2024-10-31,2024-11-04,15.48,8.042,trail_stop,15,884.59,8.042,trail_stop,15,884.59,False,8.042,trail_stop,15,884.59,False,8.042,trail_stop,15,884.59,False,8.042,trail_stop,15,884.59,False,8.042,trail_stop,15,884.59,False,8.042,trail_stop,15,884.59,False,8.042,trail_stop,15,884.59,False,8.042,trail_stop,15,884.59,False,8.042,trail_stop,15,884.59,False
GNRC,Industrials,False,2025,2025-07-30,2025-08-01,24.58,-2.619,time,42,-288.14,-2.619,time,42,-288.14,False,-2.619,time,42,-288.14,False,-2.619,time,42,-288.14,False,-2.619,time,42,-288.14,False,-2.619,time,42,-288.14,False,-2.619,time,42,-288.14,False,-2.619,time,42,-288.14,False,-2.619,time,42,-288.14,False,-2.619,time,42,-288.14,False
GM,Consumer Discretionary,False,2024,2024-04-23,2024-04-25,23.63,2.104,time,42,231.47,2.104,time,42,231.47,False,2.104,time,42,231.47,False,2.104,time,42,231.47,False,2.104,time,42,231.47,False,2.104,time,42,231.47,False,2.104,time,42,231.47,False,2.104,time,42,231.47,False,2.104,time,42,231.47,False,2.104,time,42,231.47,False
GILD,Health Care,False,2024,2024-11-06,2024-11-08,30.48,-8.641,hard_stop,11,-950.55,-4.102,chronic_exit,6,-451.22,True,-7.965,chronic_exit,7,-876.11,True,-7.902,chronic_exit,10,-869.24,True,-7.902,chronic_exit,10,-869.24,True,-7.902,chronic_exit,10,-869.24,True,-7.902,chronic_exit,10,-869.24,True,-8.641,hard_stop,11,-950.55,False,-8.641,hard_stop,11,-950.55,False,-8.641,hard_stop,11,-950.55,False
GDDY,Information Technology,True,2023,2023-11-02,2023-11-06,52.3,20.22,time,42,2224.25,20.22,time,42,2224.25,False,20.22,time,42,2224.25,False,20.22,time,42,2224.25,False,20.22,time,42,2224.25,False,20.22,time,42,2224.25,False,20.22,time,42,2224.25,False,20.22,time,42,2224.25,False,20.22,time,42,2224.25,False,20.22,time,42,2224.25,False
GDDY,Information Technology,True,2024,2024-10-30,2024-11-01,27.91,18.825,time,42,2070.74,18.825,time,42,2070.74,False,18.825,time,42,2070.74,False,18.825,time,42,2070.74,False,18.825,time,42,2070.74,False,18.825,time,42,2070.74,False,18.825,time,42,2070.74,False,18.825,time,42,2070.74,False,18.825,time,42,2070.74,False,18.825,time,42,2070.74,False
GS,Financials,False,2024,2024-10-15,2024-10-17,23.35,13.038,time,43,1434.14,-2.643,chronic_exit,6,-290.72,True,-2.643,chronic_exit,6,-290.72,True,-2.643,chronic_exit,6,-290.72,True,-3.509,chronic_exit,8,-385.97,True,-3.509,chronic_exit,8,-385.97,True,-3.509,chronic_exit,8,-385.97,True,-1.288,chronic_exit,13,-141.63,True,-1.288,chronic_exit,13,-141.63,True,-1.288,chronic_exit,13,-141.63,True
GS,Financials,False,2025,2025-01-15,2025-01-17,43.1,1.226,time,42,134.89,1.226,time,42,134.89,False,1.226,time,42,134.89,False,1.226,time,42,134.89,False,1.226,time,42,134.89,False,1.226,time,42,134.89,False,1.226,time,42,134.89,False,1.226,time,42,134.89,False,1.226,time,42,134.89,False,1.226,time,42,134.89,False
HIG,Financials,False,2023,2023-02-02,2023-02-06,23.26,-9.897,hard_stop,35,-1088.64,-9.897,hard_stop,35,-1088.64,False,-9.897,hard_stop,35,-1088.64,False,-9.897,hard_stop,35,-1088.64,False,-9.897,hard_stop,35,-1088.64,False,-9.897,hard_stop,35,-1088.64,False,-9.897,hard_stop,35,-1088.64,False,-9.897,hard_stop,35,-1088.64,False,-9.897,hard_stop,35,-1088.64,False,-9.897,hard_stop,35,-1088.64,False
HIG,Financials,False,2024,2024-02-01,2024-02-05,26.82,10.977,time,42,1207.51,10.977,time,42,1207.51,False,10.977,time,42,1207.51,False,10.977,time,42,1207.51,False,10.977,time,42,1207.51,False,10.977,time,42,1207.51,False,10.977,time,42,1207.51,False,10.977,time,42,1207.51,False,10.977,time,42,1207.51,False,10.977,time,42,1207.51,False
HAS,Consumer Discretionary,False,2024,2024-10-24,2024-10-28,34.06,-1.418,time,42,-155.93,-1.275,chronic_exit,4,-140.24,True,-1.275,chronic_exit,4,-140.24,True,-1.275,chronic_exit,4,-140.24,True,-3.435,chronic_exit,11,-377.83,True,-3.78,chronic_exit,14,-415.78,True,-4.875,chronic_exit,15,-536.22,True,-3.435,chronic_exit,11,-377.83,True,-3.78,chronic_exit,14,-415.78,True,-4.875,chronic_exit,15,-536.22,True
HCA,Health Care,False,2023,2023-04-21,2023-04-25,25.81,-5.251,time,42,-577.63,-2.799,chronic_exit,8,-307.84,True,-3.001,chronic_exit,9,-330.13,True,-2.851,chronic_exit,10,-313.6,True,-2.799,chronic_exit,8,-307.84,True,-3.001,chronic_exit,9,-330.13,True,-2.851,chronic_exit,10,-313.6,True,-2.949,chronic_exit,13,-324.37,True,-2.949,chronic_exit,13,-324.37,True,-2.949,chronic_exit,13,-324.37,True
HCA,Health Care,False,2024,2024-01-30,2024-02-01,16.79,7.284,time,42,801.29,7.284,time,42,801.29,False,7.284,time,42,801.29,False,7.284,time,42,801.29,False,7.284,time,42,801.29,False,7.284,time,42,801.29,False,7.284,time,42,801.29,False,7.284,time,42,801.29,False,7.284,time,42,801.29,False,7.284,time,42,801.29,False
HCA,Health Care,False,2025,2025-10-24,2025-10-28,21.55,6.503,time,42,715.3,6.503,time,42,715.3,False,6.503,time,42,715.3,False,6.503,time,42,715.3,False,6.503,time,42,715.3,False,6.503,time,42,715.3,False,6.503,time,42,715.3,False,6.503,time,42,715.3,False,6.503,time,42,715.3,False,6.503,time,42,715.3,False
HSIC,Health Care,False,2022,2022-02-15,2022-02-17,17.05,3.971,time,42,436.8,3.971,time,42,436.8,False,3.971,time,42,436.8,False,3.971,time,42,436.8,False,3.971,time,42,436.8,False,3.971,time,42,436.8,False,3.971,time,42,436.8,False,3.971,time,42,436.8,False,3.971,time,42,436.8,False,3.971,time,42,436.8,False
HST,Real Estate,False,2022,2022-02-16,2022-02-18,600.0,-10.067,hard_stop,11,-1107.38,-3.201,chronic_exit,7,-352.09,True,-3.201,chronic_exit,7,-352.09,True,-3.201,chronic_exit,7,-352.09,True,-10.067,hard_stop,11,-1107.38,False,-10.067,hard_stop,11,-1107.38,False,-10.067,hard_stop,11,-1107.38,False,-10.067,hard_stop,11,-1107.38,False,-10.067,hard_stop,11,-1107.38,False,-10.067,hard_stop,11,-1107.38,False
